incident_id,utc_ts,severity,class,rule_or_gate,command,input_ref,output_ref,evidence_path,notes,state_sha256
INC-20260304-020734,2026-03-04T02:07:34.407568Z,LOW,STATE_CHANGE,Room State Model v1.0.0,office.room_set,"{""room_id"": ""conference_room""}",state.json,C:\Users\Accordion to JR\Documents\Office-App\office_app\backend\state.json,active_room: lobby -> conference_room,08af164d08936fc5c53f92578b57e5639e2c366f899943559e4ded1b191e1d97
INC-20260304-020801,2026-03-04T02:08:01.755449Z,LOW,MEMO_DISPATCH,Mailroom Dispatch Contract v1.0.0,mailroom.dispatch,"{""from_room"": ""conference_room"", ""to_room"": ""infrastructure_room"", ""memo_id"": ""1b237a03-3b86-4dcc-a201-413c6eb242bc""}",(tool_response),,Recorded memo dispatch (single-target).,08af164d08936fc5c53f92578b57e5639e2c366f899943559e4ded1b191e1d97
INC-20260304-040650,2026-03-04T04:06:50.738020Z,LOW,MEMO_DISPATCH,Mailroom Dispatch Contract v1.0.0,mailroom.dispatch,"{""from_room"": ""conference_room"", ""to_room"": ""infrastructure_room"", ""memo_id"": ""47e8e93d-d61c-4cfa-b38e-ddfe108ec4de""}",(tool_response),,Recorded memo dispatch (single-target).,08af164d08936fc5c53f92578b57e5639e2c366f899943559e4ded1b191e1d97
INC-20260304-041124,2026-03-04T04:11:24.520801Z,LOW,MEMO_DISPATCH,Mailroom Dispatch Contract v1.0.0,mailroom.dispatch,"{""from_room"": ""conference_room"", ""to_room"": ""infrastructure_room"", ""memo_id"": ""c17288ea-febd-42c3-b6b1-1116e2637a6a""}",(tool_response),,Recorded memo dispatch (single-target).,08af164d08936fc5c53f92578b57e5639e2c366f899943559e4ded1b191e1d97
INC-20260304-095448,2026-03-04T09:54:48.300478Z,LOW,MEMO_DISPATCH,Mailroom Dispatch Contract v1.0.0,mailroom.dispatch,"{""from_room"": ""conference_room"", ""to_room"": ""infrastructure_room"", ""memo_id"": ""66b9a8c3-d465-4943-979e-187a43ee1cb2""}",(tool_response),,Recorded memo dispatch (single-target).,08af164d08936fc5c53f92578b57e5639e2c366f899943559e4ded1b191e1d97
INC-20260304-095802,2026-03-04T09:58:02.902446Z,LOW,MEMO_DISPATCH,Mailroom Dispatch Contract v1.0.0,mailroom.dispatch,"{""from_room"": ""conference_room"", ""to_room"": ""infrastructure_room"", ""memo_id"": ""e8ff0cff-47ac-4d96-a69f-d3a3f764a2a1""}",(tool_response),,Recorded memo dispatch (single-target).,08af164d08936fc5c53f92578b57e5639e2c366f899943559e4ded1b191e1d97
INC-20260308-090812,2026-03-08T09:08:12.269518Z,LOW,STATE_CHANGE,Room State Model v1.1.0,office.room_set,"{""workspace_id"": ""ws_b0449f82"", ""room_id"": ""control_room""}",state.json,C:\Office-App\office_app\runtime\workspaces\ws_b0449f82\state.json,active_room: lobby -> control_room,9d942c74bae316a8ab125e8f8d452edd2c4446f1c780fce4ed84869ec9ae3da9
INC-20260308-090812,2026-03-08T09:08:12.378228Z,LOW,MEMO_DISPATCH,Mailroom Dispatch Contract v1.1.0,mailroom.dispatch,"{""workspace_id"": ""ws_b0449f82"", ""from_room"": ""control_room"", ""to_room"": ""it_department"", ""memo_id"": ""8ec9597c-6352-4dfb-89ca-aa2307c5d28e""}",(tool_response),C:\Office-App\office_app\runtime\workspaces\ws_b0449f82\memos,Recorded memo dispatch (single-target).,9d942c74bae316a8ab125e8f8d452edd2c4446f1c780fce4ed84869ec9ae3da9
INC-20260308-094647,2026-03-08T09:46:47.793257Z,LOW,STATE_CHANGE,Room State Model v1.1.0,office.room_set,"{""workspace_id"": ""ws_5c1ec1cc"", ""room_id"": ""control_room""}",state.json,C:\Office-App\office_app\runtime\workspaces\ws_5c1ec1cc\state.json,active_room: lobby -> control_room,c860f7ebf74ec7ee660bb2bc56232aef10c17813b84f3cc6d0659448f4cc3144
INC-20260308-094647,2026-03-08T09:46:47.859328Z,LOW,MEMO_DISPATCH,Mailroom Dispatch Contract v1.1.0,mailroom.dispatch,"{""workspace_id"": ""ws_5c1ec1cc"", ""from_room"": ""control_room"", ""to_room"": ""it_department"", ""memo_id"": ""cdfa5d7d-2963-4073-bfc7-d3940007e037""}",(tool_response),C:\Office-App\office_app\runtime\workspaces\ws_5c1ec1cc\memos,Recorded memo dispatch (single-target).,c860f7ebf74ec7ee660bb2bc56232aef10c17813b84f3cc6d0659448f4cc3144
INC-20260308-112108,2026-03-08T11:21:08.105690Z,LOW,STATE_CHANGE,Room State Model v1.1.0,office.room_set,"{""workspace_id"": ""ws_566f0589"", ""room_id"": ""control_room""}",state.json,C:\Office-App\office_app\runtime\workspaces\ws_566f0589\state.json,active_room: lobby -> control_room,bb5fcc215224d9bafcb6f5754ea1a09a88b287ce04e7c94dd8a91b81d48a269e
INC-20260308-112108,2026-03-08T11:21:08.185102Z,LOW,MEMO_DISPATCH,Mailroom Dispatch Contract v1.1.0,mailroom.dispatch,"{""workspace_id"": ""ws_566f0589"", ""from_room"": ""control_room"", ""to_room"": ""it_department"", ""memo_id"": ""8279c595-aa92-4676-bd66-3a0b7feeef54""}",(tool_response),C:\Office-App\office_app\runtime\workspaces\ws_566f0589\memos,Recorded memo dispatch (single-target).,bb5fcc215224d9bafcb6f5754ea1a09a88b287ce04e7c94dd8a91b81d48a269e
INC-20260308-115914,2026-03-08T11:59:14.541205Z,LOW,STATE_CHANGE,Room State Model v1.1.0,office.room_set,"{""workspace_id"": ""ws_da59af6d"", ""room_id"": ""control_room""}",state.json,C:\Office-App\office_app\runtime\workspaces\ws_da59af6d\state.json,active_room: lobby -> control_room,4285e61704c73fe29e2f0a883c4bb39bca9a0467bab7b92c4441757b0c9d0198
INC-20260308-115914,2026-03-08T11:59:14.638998Z,LOW,MEMO_DISPATCH,Mailroom Dispatch Contract v1.1.0,mailroom.dispatch,"{""workspace_id"": ""ws_da59af6d"", ""from_room"": ""control_room"", ""to_room"": ""it_department"", ""memo_id"": ""41c921be-8184-4609-b9a8-ccaa87952b16""}",(tool_response),C:\Office-App\office_app\runtime\workspaces\ws_da59af6d\memos,Recorded memo dispatch (single-target).,4285e61704c73fe29e2f0a883c4bb39bca9a0467bab7b92c4441757b0c9d0198
INC-20260308-120634,2026-03-08T12:06:34.399278Z,LOW,MEMO_DISPATCH,Mailroom Dispatch Contract v1.1.0,mailroom.dispatch,"{""workspace_id"": ""ws_14554657"", ""from_room"": ""lobby"", ""to_room"": ""it_department"", ""memo_id"": ""cd56fb8e-e794-44b6-9869-531d104a167b""}",(tool_response),C:\Office-App\office_app\runtime\workspaces\ws_14554657\memos,Recorded memo dispatch (single-target).,a5fc15b0beda46860fce657a4845031405e6f123de4227a683a67d745a8d3ef4
INC-20260308-122212,2026-03-08T12:22:12.176096Z,LOW,STATE_CHANGE,Room State Model v1.1.0,office.room_set,"{""workspace_id"": ""ws_b5d30853"", ""room_id"": ""control_room""}",state.json,C:\Office-App\office_app\runtime\workspaces\ws_b5d30853\state.json,active_room: lobby -> control_room,922ccb657b32c50e8b440be66b14e98fe959a4eba7001ce7b2fe653b1e6674cc
INC-20260308-122212,2026-03-08T12:22:12.280952Z,LOW,MEMO_DISPATCH,Mailroom Dispatch Contract v1.1.0,mailroom.dispatch,"{""workspace_id"": ""ws_b5d30853"", ""from_room"": ""control_room"", ""to_room"": ""it_department"", ""memo_id"": ""ae8ffd51-81ec-4454-8bd3-6fcd15603b68""}",(tool_response),C:\Office-App\office_app\runtime\workspaces\ws_b5d30853\memos,Recorded memo dispatch (single-target).,922ccb657b32c50e8b440be66b14e98fe959a4eba7001ce7b2fe653b1e6674cc
INC-20260308-124500,2026-03-08T12:45:00.084353Z,LOW,MEMO_DISPATCH,Mailroom Dispatch Contract v1.1.0,mailroom.dispatch,"{""workspace_id"": ""ws_13d68aac"", ""from_room"": ""lobby"", ""to_room"": ""it_department"", ""memo_id"": ""0697886f-de14-4c38-90e8-533ffdaf764c""}",(tool_response),C:\Office-App\office_app\runtime\workspaces\ws_13d68aac\memos,Recorded memo dispatch (single-target).,1dc79b9dba840b931072a0dde2285ff260fb0f2b0bda2dfac6f27c63af313135
INC-20260308-125542,2026-03-08T12:55:42.226965Z,LOW,STATE_CHANGE,Room State Model v1.1.0,office.room_set,"{""workspace_id"": ""ws_d246b6d7"", ""room_id"": ""control_room""}",state.json,C:\Office-App\office_app\runtime\workspaces\ws_d246b6d7\state.json,active_room: lobby -> control_room,5ac358bd947de70f1a2d1e5aeb63c1f6aff51d1250e6982a552c4b0bcad47308
INC-20260308-125542,2026-03-08T12:55:42.305484Z,LOW,MEMO_DISPATCH,Mailroom Dispatch Contract v1.1.0,mailroom.dispatch,"{""workspace_id"": ""ws_d246b6d7"", ""from_room"": ""control_room"", ""to_room"": ""it_department"", ""memo_id"": ""55fdc443-35cb-444e-96e8-7bd2adb1c4c1""}",(tool_response),C:\Office-App\office_app\runtime\workspaces\ws_d246b6d7\memos,Recorded memo dispatch (single-target).,5ac358bd947de70f1a2d1e5aeb63c1f6aff51d1250e6982a552c4b0bcad47308
INC-20260308-135058,2026-03-08T13:50:58.810177Z,LOW,STATE_CHANGE,Room State Model v1.1.0,office.room_set,"{""workspace_id"": ""ws_14554657"", ""room_id"": ""break_room""}",state.json,C:\Office-App\office_app\runtime\workspaces\ws_14554657\state.json,active_room: lobby -> break_room,661a7b200354207d9db46a7c3fe7c778dfc9c03ced0d57eb27b3cdb1ce69ccda
INC-20260308-135932,2026-03-08T13:59:32.883585Z,LOW,STATE_CHANGE,Room State Model v1.1.0,office.room_set,"{""workspace_id"": ""ws_14554657"", ""room_id"": ""lobby""}",state.json,C:\Office-App\office_app\runtime\workspaces\ws_14554657\state.json,active_room: break_room -> lobby,9346e34742c1bfd239e541c118794737a5c1114cf0cff14b9ff3d40101ce83bc
